Title,"HE student enrolments by HE provider, domicile, level of study, mode of study and country of HE provider",,,,,,
Location,UK,,,,,,
Academic years,2021/22,,,,,,
Data source,HESA,,,,,,
Data collection,"051,054",,,,,,
Data source link,https://www.hesa.ac.uk/data-and-analysis/sb265/figure-7,,,,,,
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/sb265/figure-7.csv,,,,,,
Licence,Creative Commons Attribution 4.0 International Licence,,,,,,
Code page,Unicode UTF-8,,,,,,
Disclaimer,Please note that this data includes rounded totals.  Caution must be taken when importing into a pivot table so as not to double count.,,,,,,
2021/22 total,2862620,,,,,,
,,,,,,,
Last updated,Jan-23,,,,,,
,,,,,,,
UKPRN,HE provider,Level of study,Mode of study,Country of HE provider,Region of HE provider,Domicile,Number
10007816,The Royal Central School of Speech and Drama,All postgraduate,Full-time,England,All,Total Non-UK,165
10007816,The Royal Central School of Speech and Drama,All postgraduate,Full-time,England,All,Not known,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Full-time,England,All,Total,355
10007816,The Royal Central School of Speech and Drama,All postgraduate,Full-time,England,All,European Union,25
10007816,The Royal Central School of Speech and Drama,All postgraduate,Full-time,England,London,Non-European Union,140
10007816,The Royal Central School of Speech and Drama,All postgraduate,Full-time,England,London,England,180
10007816,The Royal Central School of Speech and Drama,All postgraduate,Full-time,England,London,Wales,5
10007816,The Royal Central School of Speech and Drama,All postgraduate,Full-time,England,London,Scotland,5
10007816,The Royal Central School of Speech and Drama,All postgraduate,Full-time,England,London,Northern Ireland,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Full-time,England,London,Other UK,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Full-time,England,London,Total UK,190
10007816,The Royal Central School of Speech and Drama,All postgraduate,Full-time,England,London,Total Non-UK,165
10007816,The Royal Central School of Speech and Drama,All postgraduate,Full-time,England,London,Not known,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Full-time,England,London,Total,355
10007816,The Royal Central School of Speech and Drama,All postgraduate,Full-time,England,London,European Union,25
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,All,All,Non-European Union,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,All,All,England,60
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,All,All,Wales,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,All,All,Scotland,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,All,All,Northern Ireland,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,All,All,Other UK,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,All,All,Total UK,60
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,All,All,Total Non-UK,5
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,All,All,Not known,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,All,All,Total,65
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,All,All,European Union,5
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,All,London,Non-European Union,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,All,London,England,60
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,All,London,Wales,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,All,London,Scotland,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,All,London,Northern Ireland,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,All,London,Other UK,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,All,London,Total UK,60
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,All,London,Total Non-UK,5
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,All,London,Not known,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,All,London,Total,65
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,All,London,European Union,5
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,England,All,Non-European Union,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,England,All,England,60
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,England,All,Wales,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,England,All,Scotland,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,England,All,Northern Ireland,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,England,All,Other UK,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,England,All,Total UK,60
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,England,All,Total Non-UK,5
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,England,All,Not known,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,England,All,Total,65
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,England,All,European Union,5
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,England,London,Non-European Union,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,England,London,England,60
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,England,London,Wales,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,England,London,Scotland,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,England,London,Northern Ireland,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,England,London,Other UK,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,England,London,Total UK,60
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,England,London,Total Non-UK,5
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,England,London,Not known,0
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,England,London,Total,65
10007816,The Royal Central School of Speech and Drama,All postgraduate,Part-time,England,London,European Union,5
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,England,London,Non-European Union,70
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,England,London,England,495
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,England,London,Wales,30
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,England,London,Scotland,10
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,England,London,Northern Ireland,5
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,England,London,Other UK,0
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,England,London,Total UK,545
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,England,London,Total Non-UK,120
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,England,London,Not known,0
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,England,London,Total,665
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,England,London,European Union,50
10007816,The Royal Central School of Speech and Drama,First degree,All,England,London,Non-European Union,70
10007816,The Royal Central School of Speech and Drama,First degree,All,England,London,England,495
10007816,The Royal Central School of Speech and Drama,First degree,All,England,London,Wales,30
10007816,The Royal Central School of Speech and Drama,First degree,All,England,London,Scotland,10
10007816,The Royal Central School of Speech and Drama,First degree,All,England,London,Northern Ireland,5
10007816,The Royal Central School of Speech and Drama,First degree,All,England,London,Other UK,0
10007816,The Royal Central School of Speech and Drama,First degree,All,England,London,Total UK,545
10007816,The Royal Central School of Speech and Drama,First degree,All,England,London,Total Non-UK,120
10007816,The Royal Central School of Speech and Drama,First degree,All,England,London,Not known,0
10007816,The Royal Central School of Speech and Drama,First degree,All,England,London,Total,665
10007816,The Royal Central School of Speech and Drama,First degree,All,England,London,European Union,50
10007816,The Royal Central School of Speech and Drama,First degree,All,All,London,Non-European Union,70
10007816,The Royal Central School of Speech and Drama,First degree,All,All,London,England,495
10007816,The Royal Central School of Speech and Drama,First degree,All,All,London,Wales,30
10007816,The Royal Central School of Speech and Drama,First degree,All,All,London,Scotland,10
10007816,The Royal Central School of Speech and Drama,First degree,All,All,London,Northern Ireland,5
10007816,The Royal Central School of Speech and Drama,First degree,All,All,London,Other UK,0
10007816,The Royal Central School of Speech and Drama,First degree,All,All,London,Total UK,545
10007816,The Royal Central School of Speech and Drama,First degree,All,All,London,Total Non-UK,120
10007816,The Royal Central School of Speech and Drama,First degree,All,All,London,Not known,0
10007816,The Royal Central School of Speech and Drama,First degree,All,All,London,Total,665
10007816,The Royal Central School of Speech and Drama,First degree,All,All,London,European Union,50
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,All,London,Non-European Union,70
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,All,London,England,495
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,All,London,Wales,30
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,All,London,Scotland,10
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,All,London,Northern Ireland,5
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,All,London,Other UK,0
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,All,London,Total UK,545
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,All,London,Total Non-UK,120
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,All,London,Not known,0
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,All,London,Total,665
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,All,London,European Union,50
10007816,The Royal Central School of Speech and Drama,First degree,All,All,All,Non-European Union,70
10007816,The Royal Central School of Speech and Drama,First degree,All,All,All,England,495
10007816,The Royal Central School of Speech and Drama,First degree,All,All,All,Wales,30
10007816,The Royal Central School of Speech and Drama,First degree,All,All,All,Scotland,10
10007816,The Royal Central School of Speech and Drama,First degree,All,All,All,Northern Ireland,5
10007816,The Royal Central School of Speech and Drama,First degree,All,All,All,Other UK,0
10007816,The Royal Central School of Speech and Drama,First degree,All,All,All,Total UK,545
10007816,The Royal Central School of Speech and Drama,First degree,All,All,All,Total Non-UK,120
10007816,The Royal Central School of Speech and Drama,First degree,All,All,All,Not known,0
10007816,The Royal Central School of Speech and Drama,First degree,All,All,All,Total,665
10007816,The Royal Central School of Speech and Drama,First degree,All,All,All,European Union,50
10007816,The Royal Central School of Speech and Drama,First degree,All,England,All,Non-European Union,70
10007816,The Royal Central School of Speech and Drama,First degree,All,England,All,England,495
10007816,The Royal Central School of Speech and Drama,First degree,All,England,All,Wales,30
10007816,The Royal Central School of Speech and Drama,First degree,All,England,All,Scotland,10
10007816,The Royal Central School of Speech and Drama,First degree,All,England,All,Northern Ireland,5
10007816,The Royal Central School of Speech and Drama,First degree,All,England,All,Other UK,0
10007816,The Royal Central School of Speech and Drama,First degree,All,England,All,Total UK,545
10007816,The Royal Central School of Speech and Drama,First degree,All,England,All,Total Non-UK,120
10007816,The Royal Central School of Speech and Drama,First degree,All,England,All,Not known,0
10007816,The Royal Central School of Speech and Drama,First degree,All,England,All,Total,665
10007816,The Royal Central School of Speech and Drama,First degree,All,England,All,European Union,50
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,All,All,Non-European Union,70
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,All,All,England,495
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,All,All,Wales,30
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,All,All,Scotland,10
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,All,All,Northern Ireland,5
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,All,All,Other UK,0
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,All,All,Total UK,545
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,All,All,Total Non-UK,120
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,All,All,Not known,0
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,All,All,Total,665
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,All,All,European Union,50
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,England,All,Non-European Union,70
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,England,All,England,495
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,England,All,Wales,30
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,England,All,Scotland,10
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,England,All,Northern Ireland,5
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,England,All,Other UK,0
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,England,All,Total UK,545
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,England,All,Total Non-UK,120
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,England,All,Not known,0
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,England,All,Total,665
10007816,The Royal Central School of Speech and Drama,First degree,Full-time,England,All,European Union,50
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,All,All,Non-European Union,70
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,All,All,England,495
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,All,All,Wales,30
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,All,All,Scotland,10
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,All,All,Northern Ireland,5
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,All,All,Other UK,0
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,All,All,Total UK,545
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,All,All,Total Non-UK,120
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,All,All,Not known,0
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,All,All,Total,665
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,All,All,European Union,50
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,All,London,Non-European Union,70
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,All,London,England,495
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,All,London,Wales,30
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,All,London,Scotland,10
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,All,London,Northern Ireland,5
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,All,London,Other UK,0
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,All,London,Total UK,545
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,All,London,Total Non-UK,120
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,All,London,Not known,0
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,All,London,Total,665
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,All,London,European Union,50
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,England,All,Non-European Union,70
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,England,All,England,495
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,England,All,Wales,30
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,England,All,Scotland,10
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,England,All,Northern Ireland,5
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,England,All,Other UK,0
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,England,All,Total UK,545
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,England,All,Total Non-UK,120
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,England,All,Not known,0
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,England,All,Total,665
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,England,All,European Union,50
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,England,London,Non-European Union,70
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,England,London,England,495
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,England,London,Wales,30
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,England,London,Scotland,10
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,England,London,Northern Ireland,5
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,England,London,Other UK,0
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,England,London,Total UK,545
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,England,London,Total Non-UK,120
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,England,London,Not known,0
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,England,London,Total,665
10007816,The Royal Central School of Speech and Drama,All undergraduate,All,England,London,European Union,50
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,All,All,Non-European Union,70
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,All,All,England,495
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,All,All,Wales,30
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,All,All,Scotland,10
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,All,All,Northern Ireland,5
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,All,All,Other UK,0
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,All,All,Total UK,545
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,All,All,Total Non-UK,120
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,All,All,Not known,0
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,All,All,Total,665
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,All,All,European Union,50
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,All,London,Non-European Union,70
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,All,London,England,495
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,All,London,Wales,30
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,All,London,Scotland,10
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,All,London,Northern Ireland,5
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,All,London,Other UK,0
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,All,London,Total UK,545
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,All,London,Total Non-UK,120
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,All,London,Not known,0
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,All,London,Total,665
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,All,London,European Union,50
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,England,All,Non-European Union,70
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,England,All,England,495
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,England,All,Wales,30
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,England,All,Scotland,10
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,England,All,Northern Ireland,5
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,England,All,Other UK,0
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,England,All,Total UK,545
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,England,All,Total Non-UK,120
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,England,All,Not known,0
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,England,All,Total,665
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,England,All,European Union,50
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,England,London,Non-European Union,70
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,England,London,England,495
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,England,London,Wales,30
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,England,London,Scotland,10
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,England,London,Northern Ireland,5
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,England,London,Other UK,0
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,England,London,Total UK,545
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,England,London,Total Non-UK,120
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,England,London,Not known,0
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,England,London,Total,665
10007816,The Royal Central School of Speech and Drama,All undergraduate,Full-time,England,London,European Union,50
10005553,Royal Holloway and Bedford New College,All,All,All,All,Non-European Union,1970
10005553,Royal Holloway and Bedford New College,All,All,All,All,England,9655
10005553,Royal Holloway and Bedford New College,All,All,All,All,Wales,130
10005553,Royal Holloway and Bedford New College,All,All,All,All,Scotland,25
10005553,Royal Holloway and Bedford New College,All,All,All,All,Northern Ireland,25
10005553,Royal Holloway and Bedford New College,All,All,All,All,Other UK,30
10005553,Royal Holloway and Bedford New College,All,All,All,All,Total UK,9870
10005553,Royal Holloway and Bedford New College,All,All,All,All,Total Non-UK,2610
10005553,Royal Holloway and Bedford New College,All,All,All,All,Not known,0
10005553,Royal Holloway and Bedford New College,All,All,All,All,Total,12480
10005553,Royal Holloway and Bedford New College,All,All,All,All,European Union,645
10005553,Royal Holloway and Bedford New College,All,All,All,South East,Non-European Union,1970
10005553,Royal Holloway and Bedford New College,All,All,All,South East,England,9655
10005553,Royal Holloway and Bedford New College,All,All,All,South East,Wales,130
10005553,Royal Holloway and Bedford New College,All,All,All,South East,Scotland,25
10005553,Royal Holloway and Bedford New College,All,All,All,South East,Northern Ireland,25
10005553,Royal Holloway and Bedford New College,All,All,All,South East,Other UK,30
10005553,Royal Holloway and Bedford New College,All,All,All,South East,Total UK,9870
10005553,Royal Holloway and Bedford New College,All,All,All,South East,Total Non-UK,2610
10005553,Royal Holloway and Bedford New College,All,All,All,South East,Not known,0
10005553,Royal Holloway and Bedford New College,All,All,All,South East,Total,12480
10005553,Royal Holloway and Bedford New College,All,All,All,South East,European Union,645
10005553,Royal Holloway and Bedford New College,All,All,England,All,Non-European Union,1970
10005553,Royal Holloway and Bedford New College,All,All,England,All,England,9655
10005553,Royal Holloway and Bedford New College,All,All,England,All,Wales,130
10005553,Royal Holloway and Bedford New College,All,All,England,All,Scotland,25
10005553,Royal Holloway and Bedford New College,All,All,England,All,Northern Ireland,25
10005553,Royal Holloway and Bedford New College,All,All,England,All,Other UK,30
10005553,Royal Holloway and Bedford New College,All,All,England,All,Total UK,9870
10005553,Royal Holloway and Bedford New College,All,All,England,All,Total Non-UK,2610
10005553,Royal Holloway and Bedford New College,All,All,England,All,Not known,0
10005553,Royal Holloway and Bedford New College,All,All,England,All,Total,12480
10005553,Royal Holloway and Bedford New College,All,All,England,All,European Union,645
10005553,Royal Holloway and Bedford New College,All,All,England,South East,Non-European Union,1970
10005553,Royal Holloway and Bedford New College,All,All,England,South East,England,9655
10005553,Royal Holloway and Bedford New College,All,All,England,South East,Wales,130
10005553,Royal Holloway and Bedford New College,All,All,England,South East,Scotland,25
10005553,Royal Holloway and Bedford New College,All,All,England,South East,Northern Ireland,25
10005553,Royal Holloway and Bedford New College,All,All,England,South East,Other UK,30
10005553,Royal Holloway and Bedford New College,All,All,England,South East,Total UK,9870
10005553,Royal Holloway and Bedford New College,All,All,England,South East,Total Non-UK,2610
10005553,Royal Holloway and Bedford New College,All,All,England,South East,Not known,0
10005553,Royal Holloway and Bedford New College,All,All,England,South East,Total,12480
10005553,Royal Holloway and Bedford New College,All,All,England,South East,European Union,645
10005553,Royal Holloway and Bedford New College,All,Full-time,All,All,Non-European Union,1880
10005553,Royal Holloway and Bedford New College,All,Full-time,All,All,England,8855
10005553,Royal Holloway and Bedford New College,All,Full-time,All,All,Wales,125
10005553,Royal Holloway and Bedford New College,All,Full-time,All,All,Scotland,20
10005553,Royal Holloway and Bedford New College,All,Full-time,All,All,Northern Ireland,25
10005553,Royal Holloway and Bedford New College,All,Full-time,All,All,Other UK,30
10005553,Royal Holloway and Bedford New College,All,Full-time,All,All,Total UK,9055
10005553,Royal Holloway and Bedford New College,All,Full-time,All,All,Total Non-UK,2495
10005553,Royal Holloway and Bedford New College,All,Full-time,All,All,Not known,0
10005553,Royal Holloway and Bedford New College,All,Full-time,All,All,Total,11550
10005553,Royal Holloway and Bedford New College,All,Full-time,All,All,European Union,615
10005553,Royal Holloway and Bedford New College,All,Full-time,All,South East,Non-European Union,1880
10005553,Royal Holloway and Bedford New College,All,Full-time,All,South East,England,8855
10005553,Royal Holloway and Bedford New College,All,Full-time,All,South East,Wales,125
10005553,Royal Holloway and Bedford New College,All,Full-time,All,South East,Scotland,20
10005553,Royal Holloway and Bedford New College,All,Full-time,All,South East,Northern Ireland,25
10005553,Royal Holloway and Bedford New College,All,Full-time,All,South East,Other UK,30
10005553,Royal Holloway and Bedford New College,All,Full-time,All,South East,Total UK,9055
10005553,Royal Holloway and Bedford New College,All,Full-time,All,South East,Total Non-UK,2495
10005553,Royal Holloway and Bedford New College,All,Full-time,All,South East,Not known,0
10005553,Royal Holloway and Bedford New College,All,Full-time,All,South East,Total,11550
10005553,Royal Holloway and Bedford New College,All,Full-time,All,South East,European Union,615
10005553,Royal Holloway and Bedford New College,All,Full-time,England,All,Non-European Union,1880
10005553,Royal Holloway and Bedford New College,All,Full-time,England,All,England,8855
10005553,Royal Holloway and Bedford New College,All,Full-time,England,All,Wales,125
10005553,Royal Holloway and Bedford New College,All,Full-time,England,All,Scotland,20
10005553,Royal Holloway and Bedford New College,All,Full-time,England,All,Northern Ireland,25
10005553,Royal Holloway and Bedford New College,All,Full-time,England,All,Other UK,30
10005553,Royal Holloway and Bedford New College,All,Full-time,England,All,Total UK,9055
10005553,Royal Holloway and Bedford New College,All,Full-time,England,All,Total Non-UK,2495
10005553,Royal Holloway and Bedford New College,All,Full-time,England,All,Not known,0
10005553,Royal Holloway and Bedford New College,All,Full-time,England,All,Total,11550
10005553,Royal Holloway and Bedford New College,All,Full-time,England,All,European Union,615
10005553,Royal Holloway and Bedford New College,All,Full-time,England,South East,Non-European Union,1880
10005553,Royal Holloway and Bedford New College,All,Full-time,England,South East,England,8855
10005553,Royal Holloway and Bedford New College,All,Full-time,England,South East,Wales,125
10005553,Royal Holloway and Bedford New College,All,Full-time,England,South East,Scotland,20
10005553,Royal Holloway and Bedford New College,All,Full-time,England,South East,Northern Ireland,25
10005553,Royal Holloway and Bedford New College,All,Full-time,England,South East,Other UK,30
10005553,Royal Holloway and Bedford New College,All,Full-time,England,South East,Total UK,9055
10005553,Royal Holloway and Bedford New College,All,Full-time,England,South East,Total Non-UK,2495
10005553,Royal Holloway and Bedford New College,All,Full-time,England,South East,Not known,0
10005553,Royal Holloway and Bedford New College,All,Full-time,England,South East,Total,11550
10005553,Royal Holloway and Bedford New College,All,Full-time,England,South East,European Union,615
10005553,Royal Holloway and Bedford New College,All,Part-time,All,All,Non-European Union,90
10005553,Royal Holloway and Bedford New College,All,Part-time,All,All,England,800
10005553,Royal Holloway and Bedford New College,All,Part-time,All,All,Wales,5
10005553,Royal Holloway and Bedford New College,All,Part-time,All,All,Scotland,5
10005553,Royal Holloway and Bedford New College,All,Part-time,All,All,Northern Ireland,5
10005553,Royal Holloway and Bedford New College,All,Part-time,All,All,Other UK,0
10005553,Royal Holloway and Bedford New College,All,Part-time,All,All,Total UK,810
10005553,Royal Holloway and Bedford New College,All,Part-time,All,All,Total Non-UK,120
10005553,Royal Holloway and Bedford New College,All,Part-time,All,All,Not known,0
10005553,Royal Holloway and Bedford New College,All,Part-time,All,All,Total,930
10005553,Royal Holloway and Bedford New College,All,Part-time,All,All,European Union,25
10005553,Royal Holloway and Bedford New College,All,Part-time,All,South East,Non-European Union,90
10005553,Royal Holloway and Bedford New College,All,Part-time,All,South East,England,800
10005553,Royal Holloway and Bedford New College,All,Part-time,All,South East,Wales,5
10005553,Royal Holloway and Bedford New College,All,Part-time,All,South East,Scotland,5
10005553,Royal Holloway and Bedford New College,All,Part-time,All,South East,Northern Ireland,5
10005553,Royal Holloway and Bedford New College,All,Part-time,All,South East,Other UK,0
10005553,Royal Holloway and Bedford New College,All,Part-time,All,South East,Total UK,810
10005553,Royal Holloway and Bedford New College,All,Part-time,All,South East,Total Non-UK,120
10005553,Royal Holloway and Bedford New College,All,Part-time,All,South East,Not known,0
10005553,Royal Holloway and Bedford New College,All,Part-time,All,South East,Total,930
10005553,Royal Holloway and Bedford New College,All,Part-time,All,South East,European Union,25
